issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
227,MD Labor Accessbility Scan,https://labor.maryland.gov/,https://labor.maryland.gov/,200,true,false,8633,false,0,0,0,0,,Skipped (not requested),true,741,4,11,43,region,,true,2309,57,57,0,37,0,aria_content_in_landmark;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_contrast_sufficient;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),0,,Maryland Department of Labor
227,MD Labor Accessbility Scan,https://labor.maryland.gov/aboutdllr/,https://labor.maryland.gov/aboutdllr/,200,true,false,7087,false,0,0,0,0,,Skipped (not requested),true,778,4,10,47,region,,true,2407,65,63,2,59,0,aria_content_in_landmark;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),2,,About the Maryland Department of Labor
227,MD Labor Accessbility Scan,https://labor.maryland.gov/aboutdllr/mdbusexp.shtml,https://labor.maryland.gov/aboutdllr/mdbusexp.shtml,200,true,false,6551,false,0,0,0,0,,Skipped (not requested),true,599,3,10,46,region,,true,1871,49,49,0,44,0,aria_content_in_landmark;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;img_alt_redundant;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),0,,Maryland Business Express - Maryland Department of Labor
227,MD Labor Accessbility Scan,https://labor.maryland.gov/aboutdllr/mpia.shtml,https://labor.maryland.gov/aboutdllr/mpia.shtml,200,true,false,6604,false,0,0,0,0,,Skipped (not requested),true,606,3,10,46,region,,true,1896,47,47,0,43,0,aria_content_in_landmark;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),0,,Records Request - About the Maryland Department of Labor
227,MD Labor Accessbility Scan,https://labor.maryland.gov/aboutdllr/privacystatement.shtml,https://labor.maryland.gov/aboutdllr/privacystatement.shtml,200,true,false,6796,false,0,0,0,0,,Skipped (not requested),true,694,3,10,46,region,,true,2135,48,48,0,44,0,aria_content_in_landmark;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_quoted_correctly;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),0,,Privacy Statement - About the Maryland Department of Labor
227,MD Labor Accessbility Scan,https://labor.maryland.gov/aboutdllr/workgroups.shtml,https://labor.maryland.gov/aboutdllr/workgroups.shtml,200,true,false,6823,false,0,0,0,0,,Skipped (not requested),true,618,3,10,47,region,,true,1935,47,47,0,43,0,aria_content_in_landmark;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),0,,Workgroups and Councils - About the Maryland Department of Labor
227,MD Labor Accessbility Scan,https://labor.maryland.gov/adultliteracy/,https://labor.maryland.gov/adultliteracy/,200,true,false,6601,false,0,0,0,0,,Skipped (not requested),true,685,3,12,46,region,,true,2098,45,44,1,45,0,aria_content_in_landmark;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),1,,Adult Education and Literacy Services - Division of Workforce Development and Adult Learning
227,MD Labor Accessbility Scan,https://labor.maryland.gov/adultliteracy/ged.shtml,https://labor.maryland.gov/adultliteracy/ged.shtml,200,true,false,6840,false,0,0,0,0,,Skipped (not requested),true,690,3,11,46,region,,true,2118,45,45,0,40,0,aria_content_in_landmark;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),0,,GED&reg; Testing in Maryland - Adult Education and Literacy Services - Division of Workforce Development and Adult Learning
227,MD Labor Accessbility Scan,https://labor.maryland.gov/contactinfo/,https://labor.maryland.gov/contactinfo/,200,true,false,6827,false,0,0,0,0,,Skipped (not requested),true,812,3,10,42,region,,true,2168,50,50,0,46,0,aria_content_in_landmark;aria_keyboard_handler_exists;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),0,,Agency Contacts and Directory of Services - Maryland Department of Labor
227,MD Labor Accessbility Scan,https://labor.maryland.gov/county/,https://labor.maryland.gov/county/,200,true,false,7403,false,0,0,0,0,,Skipped (not requested),true,934,3,10,42,region,,true,3058,93,92,1,89,0,aria_content_in_landmark;element_attribute_deprecated;element_id_unique;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),1,,Maryland's American Job Centers - Division of Workforce Development and Adult Learning
