issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,duplicate_findings,fetch_error,page_title
60,Ottawa.ca,https://ottawa.ca/en/3-1-1,https://ottawa.ca/en/3-1-1,403,false,false,3418,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/arts-heritage-and-events,https://ottawa.ca/en/arts-heritage-and-events,403,false,false,3411,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/fr/form/feedback,https://ottawa.ca/fr/form/feedback,403,false,false,3353,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/fr/forms/feedback,https://ottawa.ca/fr/forms/feedback,403,false,false,3330,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/fr/3-1-1/signaler-ou-demander/dechets-et-recyclage,https://ottawa.ca/fr/3-1-1/signaler-ou-demander/dechets-et-recyclage,403,false,false,3299,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/fr/3-1-1/signaler-ou-demander/entretien-de-propriete,https://ottawa.ca/fr/3-1-1/signaler-ou-demander/entretien-de-propriete,403,false,false,3452,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/fr/3-1-1/signaler-ou-demander/entretien-des-routes-et-trottoirs,https://ottawa.ca/fr/3-1-1/signaler-ou-demander/entretien-des-routes-et-trottoirs,403,false,false,3627,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/recreation-and-parks,https://ottawa.ca/en/recreation-and-parks,403,false,false,3278,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/planning-development-and-construction,https://ottawa.ca/en/planning-development-and-construction,403,false,false,3344,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/terms-use/privacy,https://ottawa.ca/en/terms-use/privacy,403,false,false,3693,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/city-hall/city-news/newsroom/was-ottawa-1826-just-wild-west,https://ottawa.ca/en/city-hall/city-news/newsroom/was-ottawa-1826-just-wild-west,403,false,false,3256,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/city-hall/city-news/newsroom/complete-your-vacant-unit-tax-declaration-march-19,https://ottawa.ca/en/city-hall/city-news/newsroom/complete-your-vacant-unit-tax-declaration-march-19,403,false,false,3399,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/node/3000156,https://ottawa.ca/en/node/3000156,403,false,false,3329,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/node/3000146,https://ottawa.ca/en/node/3000146,403,false,false,3284,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/garbage-and-recycling,https://ottawa.ca/en/garbage-and-recycling,403,false,false,3356,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/city-hall/council-committees-and-boards/agendas-minutes-and-videos,https://ottawa.ca/en/city-hall/council-committees-and-boards/agendas-minutes-and-videos,403,false,false,3240,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/health-and-public-safety,https://ottawa.ca/en/health-and-public-safety,403,false,false,3342,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
60,Ottawa.ca,https://ottawa.ca/en/terms-use/disclaimer,https://ottawa.ca/en/terms-use/disclaimer,403,false,false,3266,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,157,21,21,0,11,0,aria_content_in_landmark;element_attribute_deprecated;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;page_title_exists;skip_main_exists;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,landmarks/landmark-main;landmarks/region;navigable/bypass;navigable/document-title;navigable/page-has-heading-one;readable/html-has-lang,,4,,
