issue_number,scan_title,scan_browser,scan_color_scheme,scan_viewport_preset,scan_viewport_width,scan_viewport_height,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
340,https://www.un.org/,chromium,both,desktop,1280,800,https://www.un.org/,https://www.un.org/,200,true,false,11624,true,109,14,1,68,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r113;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59,,true,121,6,2,68,html-has-lang;list;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),6,,Welcome to the United Nations
340,https://www.un.org/,chromium,both,desktop,1280,800,https://www.un.org/en/events/global-assets/bootstrap-3.3.5-dist/css/bootstrap.min.css,https://www.un.org/en/events/global-assets/bootstrap-3.3.5-dist/css/bootstrap.min.css,200,true,false,1883,true,5,5,0,81,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r79;https://alfa.siteimprove.com/rules/sia-r87,,false,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,,Skipped (non-HTML content type: text/css),0,,
340,https://www.un.org/,chromium,both,desktop,1280,800,https://www.un.org/en/events/global-assets/bootstrap-3.3.5-dist/css/bootstrap-theme.min.css,https://www.un.org/en/events/global-assets/bootstrap-3.3.5-dist/css/bootstrap-theme.min.css,200,true,false,1730,true,3,5,0,81,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r79;https://alfa.siteimprove.com/rules/sia-r87,,false,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,,Skipped (non-HTML content type: text/css),0,,
340,https://www.un.org/,chromium,both,desktop,1280,800,https://www.un.org/en/events/global-assets/css/flying-focus.css,https://www.un.org/en/events/global-assets/css/flying-focus.css,200,true,false,1729,true,3,5,0,81,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r79;https://alfa.siteimprove.com/rules/sia-r87,,false,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,,Skipped (non-HTML content type: text/css),0,,
340,https://www.un.org/,chromium,both,desktop,1280,800,https://www.un.org/fr/images/splash/animate.css,https://www.un.org/fr/images/splash/animate.css,200,true,false,1727,true,5,5,0,81,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r79;https://alfa.siteimprove.com/rules/sia-r87,,false,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,,Skipped (non-HTML content type: text/css),0,,
340,https://www.un.org/,chromium,both,desktop,1280,800,https://www.un.org/fr/images/splash/splash-specific.css,https://www.un.org/fr/images/splash/splash-specific.css,200,true,false,1797,true,3,5,0,81,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r79;https://alfa.siteimprove.com/rules/sia-r87,,false,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,,Skipped (non-HTML content type: text/css),0,,
340,https://www.un.org/,chromium,both,desktop,1280,800,https://www.un.org/fr/images/splash/image-position-mobile.css,https://www.un.org/fr/images/splash/image-position-mobile.css,200,true,false,1839,true,3,5,0,81,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r79;https://alfa.siteimprove.com/rules/sia-r87,,false,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,0,0,,Skipped (non-HTML content type: text/css),false,0,0,0,0,,Skipped (non-HTML content type: text/css),0,,
340,https://www.un.org/,chromium,both,desktop,1280,800,https://www.un.org/ar/,https://www.un.org/ar/,200,true,false,33314,true,2143,496,72,42,https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r113;https://alfa.siteimprove.com/rules/sia-r12;https://alfa.siteimprove.com/rules/sia-r2;https://alfa.siteimprove.com/rules/sia-r42;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r64;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r68;https://alfa.siteimprove.com/rules/sia-r73;https://alfa.siteimprove.com/rules/sia-r74;https://alfa.siteimprove.com/rules/sia-r78,,true,2259,103,6,38,aria-allowed-attr;aria-prohibited-attr;aria-required-children;aria-required-parent;button-name;empty-heading;heading-order;image-alt;label-title-only;landmark-no-duplicate-banner;landmark-unique;link-name;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),476,,
340,https://www.un.org/,chromium,both,desktop,1280,800,https://www.un.org/zh/,https://www.un.org/zh/,200,true,false,39986,true,2188,515,79,43,https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r113;https://alfa.siteimprove.com/rules/sia-r12;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r2;https://alfa.siteimprove.com/rules/sia-r42;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r64;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r68;https://alfa.siteimprove.com/rules/sia-r71;https://alfa.siteimprove.com/rules/sia-r78,,true,2448,95,18,41,aria-allowed-attr;aria-required-children;aria-required-parent;button-name;empty-heading;frame-title;heading-order;image-alt;label-title-only;landmark-no-duplicate-banner;landmark-unique;link-name;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),477,,联合国 | 健康地球上的和平、尊严与平等
340,https://www.un.org/,chromium,both,desktop,1280,800,https://www.un.org/en/,https://www.un.org/en/,200,true,false,32685,true,2386,572,88,43,https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r113;https://alfa.siteimprove.com/rules/sia-r12;https://alfa.siteimprove.com/rules/sia-r2;https://alfa.siteimprove.com/rules/sia-r42;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r68;https://alfa.siteimprove.com/rules/sia-r73;https://alfa.siteimprove.com/rules/sia-r74;https://alfa.siteimprove.com/rules/sia-r78,,true,2643,108,23,40,aria-allowed-attr;aria-prohibited-attr;aria-required-children;aria-required-parent;button-name;heading-order;image-alt;label-title-only;landmark-no-duplicate-banner;landmark-unique;link-name;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),552,,
