issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,fetch_error,page_title
28,USA Cities over 100k,https://www.nyc.gov/,https://www.nyc.gov/main,200,true,true,281,true,1180,45,1,47,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r12;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r73,,true,903,2,59,47,aria-valid-attr-value;heading-order,,,Official Website of New York City Government - nyc.gov
28,USA Cities over 100k,https://lacity.gov/,https://lacity.gov/,403,false,false,344,true,924,126,8,44,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r17;https://alfa.siteimprove.com/rules/sia-r40;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r68;https://alfa.siteimprove.com/rules/sia-r69;https://alfa.siteimprove.com/rules/sia-r73;https://alfa.siteimprove.com/rules/sia-r74;https://alfa.siteimprove.com/rules/sia-r78;https://alfa.siteimprove.com/rules/sia-r80;https://alfa.siteimprove.com/rules/sia-r87,,true,844,6,11,35,aria-allowed-attr;aria-hidden-focus;color-contrast;landmark-unique,,,Access Denied
28,USA Cities over 100k,http://www.queensbp.org/,http://www.queensbp.org/,,false,false,26,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,fetch failed,
28,USA Cities over 100k,https://www.houstontx.gov/,https://www.houstontx.gov/,200,true,false,250,true,1825,193,6,46,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r17;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r70;https://alfa.siteimprove.com/rules/sia-r74;https://alfa.siteimprove.com/rules/sia-r79,,true,1084,13,4,46,aria-hidden-focus;landmark-one-main;object-alt;region,,,City of Houston eGovernment Center
28,USA Cities over 100k,http://manhattanbp.nyc.gov/html/home/home.shtml,https://www.manhattanbp.nyc.gov/html/home/home.shtml,404,false,true,1528,true,569,31,27,54,https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r113;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r73,,true,432,2,0,50,link-name,,,
28,USA Cities over 100k,https://www.phoenix.gov/,https://www.phoenix.gov/,200,true,false,83,true,2568,96,31,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r17;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r73,,true,1611,3,51,40,aria-hidden-focus;heading-order;label-title-only,,,Home | City of Phoenix
28,USA Cities over 100k,https://phila.gov/,https://www.phila.gov/,200,true,true,289,true,1744,213,14,54,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r14;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r2;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r78,,true,384,4,3,54,landmark-one-main;landmark-unique;list;region,,,City of Philadelphia
28,USA Cities over 100k,http://bronxboropres.nyc.gov/,https://bronxboropres.nyc.gov/,200,true,true,214,true,776,25,51,49,https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r47;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r73,,true,1029,6,1,41,link-name;meta-viewport;region,,,The Office of The Bronx Borough President | Vanessa L. Gibson
28,USA Cities over 100k,https://www.sa.gov/,https://www.sa.gov/Home,200,true,true,103,true,1165,16,9,45,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r83,,true,787,2,23,39,heading-order;landmark-unique,,,Home  - City of San Antonio
28,USA Cities over 100k,https://www.sandiego.gov/,https://www.sandiego.gov/,200,true,false,856,true,1942,92,58,47,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r113;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69;https://alfa.siteimprove.com/rules/sia-r72;https://alfa.siteimprove.com/rules/sia-r73;https://alfa.siteimprove.com/rules/sia-r78,,true,1121,2,5,44,color-contrast,,,City of San Diego Official Website
