issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
60,Ottawa.ca —,https://ottawa.ca/en/city-hall/city-news/newsroom/city-seeking-public-input-commemorative-naming-proposals-1,https://ottawa.ca/en/city-hall/city-news/newsroom/city-seeking-public-input-commemorative-naming-proposals-1,403,false,false,3885,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/living-ottawa,https://ottawa.ca/en/living-ottawa,403,false,false,3935,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/node/3000176,https://ottawa.ca/en/node/3000176,403,false,false,3774,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/mayor-and-city-councillors,https://ottawa.ca/en/mayor-and-city-councillors,403,false,false,3843,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/node/3000126,https://ottawa.ca/en/node/3000126,403,false,false,3700,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/city-hall/city-news/newsroom/celebrating-black-history-month-ottawa,https://ottawa.ca/en/city-hall/city-news/newsroom/celebrating-black-history-month-ottawa,403,false,false,3728,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/city-hall/council-committees-and-boards/committees-and-boards,https://ottawa.ca/en/city-hall/council-committees-and-boards/committees-and-boards,403,false,false,3728,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/business,https://ottawa.ca/en/business,403,false,false,3731,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/mayors-corner,https://ottawa.ca/en/mayors-corner,403,false,false,3961,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/city-hall/city-news/protocols,https://ottawa.ca/en/city-hall/city-news/protocols,403,false,false,3695,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/city-hall/city-news/newsroom/para-transpo-talk-sessions-march-2-4,https://ottawa.ca/en/city-hall/city-news/newsroom/para-transpo-talk-sessions-march-2-4,403,false,false,3741,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/city-hall,https://ottawa.ca/en/city-hall,403,false,false,3757,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/fr/3-1-1/signaler-ou-demander/stationnement,https://ottawa.ca/fr/3-1-1/signaler-ou-demander/stationnement,403,false,false,3758,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/city-hall/city-news/newsroom/make-difference-where-you-live-become-waste-reduction-champion-0,https://ottawa.ca/en/city-hall/city-news/newsroom/make-difference-where-you-live-become-waste-reduction-champion-0,403,false,false,3744,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/3-1-1/report-or-request/road-and-sidewalk-maintenance,https://ottawa.ca/en/3-1-1/report-or-request/road-and-sidewalk-maintenance,403,false,false,3709,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/node/3000166,https://ottawa.ca/en/node/3000166,403,false,false,3749,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/node/3000196,https://ottawa.ca/en/node/3000196,403,false,false,3761,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/node/3000296,https://ottawa.ca/en/node/3000296,403,false,false,3789,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/city-hall/city-news/newsroom/ottawa-public-health-reminds-families-update-routine-childhood-vaccination-records,https://ottawa.ca/en/city-hall/city-news/newsroom/ottawa-public-health-reminds-families-update-routine-childhood-vaccination-records,403,false,false,3783,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/parking-roads-and-travel,https://ottawa.ca/en/parking-roads-and-travel,403,false,false,3738,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/newsroom,https://ottawa.ca/en/newsroom,403,false,false,4024,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/form/feedback,https://ottawa.ca/en/form/feedback,403,false,false,3772,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
60,Ottawa.ca —,https://ottawa.ca/en/jobs-city,https://ottawa.ca/en/jobs-city,403,false,false,3703,true,31,10,1,79,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r59;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69,,true,48,9,1,74,color-contrast;document-title;frame-title;html-has-lang;landmark-one-main;page-has-heading-one;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),4,,
