issue_number,scan_title,scan_browser,scan_color_scheme,scan_viewport_preset,scan_viewport_width,scan_viewport_height,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/,https://www.energy.gov/,200,true,true,12723,false,0,0,0,0,,Skipped (not requested),true,970,7,20,37,aria-allowed-role;aria-prohibited-attr;button-name,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,488,4,147,10,QW-ACT-R37;QW-ACT-R76,,3,,Department of Energy
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/cio/accessibility-standard-statement,https://www.energy.gov/cio/accessibility-standard-statement,200,true,true,9283,false,0,0,0,0,,Skipped (not requested),true,690,0,8,46,,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,393,13,120,3,QW-ACT-R30;QW-ACT-R37;QW-ACT-R76,,10,,Accessibility Standard Statement | Department of Energy
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/gdo/funding-opportunities-and-requests-information,https://www.energy.gov/oe/funding-opportunities-and-requests-information,200,true,true,11784,false,0,0,0,0,,Skipped (not requested),true,1724,0,18,42,,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,1077,141,438,3,QW-ACT-R30;QW-ACT-R37;QW-ACT-R76,,138,,Funding Opportunities and Requests for Information | Department of Energy
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/apprenticeships-workforce-development,https://www.energy.gov/apprenticeships-workforce-development,200,true,true,9722,false,0,0,0,0,,Skipped (not requested),true,1046,1,12,46,heading-order,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,576,8,174,3,QW-ACT-R37;QW-ACT-R76,,6,,Apprenticeships &amp; Workforce Development | Department of Energy
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/budget-performance,https://www.energy.gov/budget-performance,200,true,true,9684,false,0,0,0,0,,Skipped (not requested),true,1176,2,8,47,heading-order,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,652,21,212,3,QW-ACT-R30;QW-ACT-R37;QW-ACT-R76,,18,,Budget &amp; Performance | Department of Energy
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/commercialization,https://energy.gov/commercialization,,false,false,254,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,0,fetch failed,
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/contact-us,https://energy.gov/contact-us,,false,false,253,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,0,fetch failed,
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/design,https://www.energy.gov/design,200,true,true,8942,false,0,0,0,0,,Skipped (not requested),true,519,0,6,48,,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,292,8,86,3,QW-ACT-R37;QW-ACT-R76,,6,,Design | Department of Energy
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/digital-engagement-and-media,https://energy.gov/digital-engagement-and-media,,false,false,261,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,0,fetch failed,
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/EDF,https://energy.gov/EDF,,false,false,252,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,0,fetch failed,
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/funding-opportunities,https://www.energy.gov/funding-opportunities,200,true,true,9567,false,0,0,0,0,,Skipped (not requested),true,733,0,18,48,,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,428,6,145,3,QW-ACT-R37;QW-ACT-R76,,4,,Funding Opportunities | Department of Energy
61,Energy.gov,chromium,both,desktop,1280,800,https://energy.gov/genesis,https://energy.gov/genesis,,false,false,252,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,0,fetch failed,
