issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
175,NH.gov,https://nh.gov/residents/events,https://www.nh.gov/residents/events,403,false,true,5368,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/residents/events/submit,https://www.nh.gov/residents/events/submit,403,false,true,5323,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/government/cities-towns,https://www.nh.gov/government/cities-towns,403,false,true,5354,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/government/local-government,https://www.nh.gov/government/local-government,403,false,true,5318,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/history,https://www.nh.gov/almanac/history,403,false,true,5329,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/history/markers,https://www.nh.gov/almanac/history/markers,403,false,true,5359,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/visitors/planning-tools,https://www.nh.gov/visitors/planning-tools,403,false,true,5344,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/visitors/guide-request,https://www.nh.gov/visitors/guide-request,403,false,true,5393,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/online-services/residents/motor-vehicle-boating-services,https://www.nh.gov/online-services/residents/motor-vehicle-boating-services,403,false,true,5363,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/online-services/residents/motor-vehicle-boating-services/renewal,https://www.nh.gov/online-services/residents/motor-vehicle-boating-services/renewal,403,false,true,5331,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/sitemap,https://www.nh.gov/sitemap,403,false,true,5361,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/residents/energy-assistance,https://www.nh.gov/residents/energy-assistance,403,false,true,5357,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/residents/employment-security,https://www.nh.gov/residents/employment-security,403,false,true,5361,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/businesses/procurement,https://www.nh.gov/businesses/procurement,403,false,true,5329,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/government/transparency,https://www.nh.gov/government/transparency,403,false,true,5328,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/government/boards-commissions,https://www.nh.gov/government/boards-commissions,403,false,true,5370,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/online-services/residents/public-safety,https://www.nh.gov/online-services/residents/public-safety,403,false,true,5323,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/online-services/residents/housing-assistance,https://www.nh.gov/online-services/residents/housing-assistance,403,false,true,5379,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/online-services/residents/legal-assistance,https://www.nh.gov/online-services/residents/legal-assistance,403,false,true,5340,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/online-services/residents/social-services,https://www.nh.gov/online-services/residents/social-services,403,false,true,5328,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/online-services/residents/veterans-services,https://www.nh.gov/online-services/residents/veterans-services,403,false,true,5361,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/state-spider,https://www.nh.gov/almanac/state-spider,403,false,true,5327,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/state-raptor,https://www.nh.gov/almanac/state-raptor,403,false,true,5376,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/state-tartan,https://www.nh.gov/almanac/state-tartan,403,false,true,5338,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/state-saltwater-game-fish,https://www.nh.gov/almanac/state-saltwater-game-fish,403,false,true,5335,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/state-fruit,https://www.nh.gov/almanac/state-fruit,403,false,true,5354,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/state-marsupial,https://www.nh.gov/almanac/state-marsupial,403,false,true,5349,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/state-beverage,https://www.nh.gov/almanac/state-beverage,403,false,true,5345,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/state-animal,https://www.nh.gov/almanac/state-animal,403,false,true,5321,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/state-amphibian,https://www.nh.gov/almanac/state-amphibian,403,false,true,5332,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/glance/state-constitution/bill-rights,https://www.nh.gov/glance/state-constitution/bill-rights,403,false,true,5353,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/glance/state-constitution/clerk-courts,https://www.nh.gov/glance/state-constitution/clerk-courts,403,false,true,5315,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/glance/state-constitution/secretary-treasurer-etc,https://www.nh.gov/glance/state-constitution/secretary-treasurer-etc,403,false,true,5358,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/glance/state-constitution/executive-power-governor,https://www.nh.gov/glance/state-constitution/executive-power-governor,403,false,true,5342,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/glance/state-constitution/county-treasurer-etc,https://www.nh.gov/glance/state-constitution/county-treasurer-etc,403,false,true,5326,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/glance/state-constitution/oaths-and-subscriptions-exclusion-offices-etc,https://www.nh.gov/glance/state-constitution/oaths-and-subscriptions-exclusion-offices-etc,403,false,true,5347,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/glance/state-constitution/senate,https://www.nh.gov/glance/state-constitution/senate,403,false,true,5325,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/policies/accessibility-policy,https://www.nh.gov/policies/accessibility-policy,403,false,true,5348,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/online-services/residents,https://www.nh.gov/online-services/residents,403,false,true,5355,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/almanac/demographics-statistics,https://www.nh.gov/almanac/demographics-statistics,403,false,true,5341,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/policies/privacy-policy,https://www.nh.gov/policies/privacy-policy,403,false,true,5343,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/policies/language-translation-tool-information,https://www.nh.gov/policies/language-translation-tool-information,403,false,true,5332,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/glance/state-constitution,https://www.nh.gov/glance/state-constitution,403,false,true,5340,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/glance/traffic,https://www.nh.gov/glance/traffic,403,false,true,5328,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/glance/weather,https://www.nh.gov/glance/weather,403,false,true,5314,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
175,NH.gov,https://nh.gov/page-not-found,https://www.nh.gov/page-not-found,403,false,true,5335,false,0,0,0,0,,Skipped (not requested),true,9,5,0,80,html-has-lang;landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,0,0,,Skipped (not requested),true,13,1,0,0,QW-ACT-R2,,0,,Access Denied
