issue_number,scan_title,scan_browser,scan_color_scheme,scan_viewport_preset,scan_viewport_width,scan_viewport_height,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
62,Barcelona.cat,chromium,both,desktop,1280,800,https://barcelona.cat/,https://www.barcelona.cat/ca,200,true,true,32223,false,0,0,0,0,,Skipped (not requested),true,1547,39,22,37,aria-progressbar-name;aria-prohibited-attr;button-name;color-contrast;frame-title;html-lang-valid;image-alt;landmark-no-duplicate-banner;landmark-unique;link-name;region;tabindex,,true,4998,219,205,14,236,0,aria_banner_single;aria_content_in_landmark;aria_descendant_valid;aria_id_unique;aria_landmark_name_unique;aria_region_label_unique;aria_role_redundant;element_attribute_deprecated;element_id_unique;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;frame_src_valid;frame_title_exists;input_label_exists;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading;text_contrast_sufficient,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),18,,El portal web oficial de Barcelona | Ajuntament de Barcelona
62,Barcelona.cat,chromium,both,desktop,1280,800,https://barcelona.cat/en/living-in-bcn/accessibility,https://www.barcelona.cat/en/living-in-bcn/accessibility,200,true,true,26630,false,0,0,0,0,,Skipped (not requested),true,953,24,31,44,image-alt;landmark-no-duplicate-banner;region;tabindex,,true,3143,176,166,10,210,0,aria_content_in_landmark;aria_descendant_valid;aria_id_unique;aria_role_redundant;element_attribute_deprecated;element_tabbable_unobscured;element_tabbable_visible;img_alt_null;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),10,,Accessibility | Barcelona.cat | Barcelona City Council
62,Barcelona.cat,chromium,both,desktop,1280,800,https://barcelona.cat/en/what-to-do-in-bcn/bathing-and-beaches/accessibility,https://www.barcelona.cat/en/what-to-do-in-bcn/bathing-and-beaches/accessibility,200,true,true,28065,false,0,0,0,0,,Skipped (not requested),true,767,25,22,43,color-contrast;image-alt;landmark-no-duplicate-banner;region;tabindex,,true,2468,165,156,9,197,0,aria_content_in_landmark;aria_descendant_valid;aria_id_unique;aria_role_redundant;element_attribute_deprecated;element_tabbable_unobscured;element_tabbable_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading;text_contrast_sufficient,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),9,,Accessibility at beaches | Barcelona | Barcelona City Council
62,Barcelona.cat,chromium,both,desktop,1280,800,https://barcelona.cat/en/what-to-do-in-bcn/montjuic-park/find-out-about-montjuic-park-council,https://www.barcelona.cat/en/what-to-do-in-bcn/montjuic-park/find-out-about-montjuic-park-council,200,true,true,21907,false,0,0,0,0,,Skipped (not requested),true,660,24,21,44,image-alt;landmark-no-duplicate-banner;region;tabindex,,true,2183,160,152,8,193,0,aria_content_in_landmark;aria_descendant_valid;aria_id_unique;aria_role_redundant;element_attribute_deprecated;element_tabbable_unobscured;element_tabbable_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),8,,Montjuïc Park Council | Barcelona City Council
62,Barcelona.cat,chromium,both,desktop,1280,800,https://barcelona.cat/ca,https://www.barcelona.cat/ca,200,true,true,29416,false,0,0,0,0,,Skipped (not requested),true,1557,39,23,37,aria-progressbar-name;aria-prohibited-attr;button-name;color-contrast;frame-title;html-lang-valid;image-alt;landmark-no-duplicate-banner;landmark-unique;link-name;region;tabindex,,true,4902,218,204,14,232,0,aria_banner_single;aria_content_in_landmark;aria_descendant_valid;aria_id_unique;aria_landmark_name_unique;aria_region_label_unique;aria_role_redundant;element_attribute_deprecated;element_id_unique;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;frame_src_valid;frame_title_exists;input_label_exists;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading;text_contrast_sufficient,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),18,,El portal web oficial de Barcelona | Ajuntament de Barcelona
62,Barcelona.cat,chromium,both,desktop,1280,800,https://barcelona.cat/en,https://www.barcelona.cat/en,200,true,true,32393,false,0,0,0,0,,Skipped (not requested),true,1541,39,22,37,aria-progressbar-name;aria-prohibited-attr;button-name;color-contrast;frame-title;html-lang-valid;image-alt;landmark-no-duplicate-banner;landmark-unique;link-name;region;tabindex,,true,5026,229,213,16,240,0,aria_banner_single;aria_content_in_landmark;aria_descendant_valid;aria_id_unique;aria_landmark_name_unique;aria_region_label_unique;aria_role_redundant;element_attribute_deprecated;element_id_unique;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;frame_src_valid;frame_title_exists;input_label_exists;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading;text_contrast_sufficient;text_quoted_correctly;text_sensory_misuse,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),20,,The official Barcelona website | Barcelona City Council
62,Barcelona.cat,chromium,both,desktop,1280,800,https://barcelona.cat/es,https://www.barcelona.cat/es,200,true,true,30566,false,0,0,0,0,,Skipped (not requested),true,1559,39,23,37,aria-progressbar-name;aria-prohibited-attr;button-name;color-contrast;frame-title;html-lang-valid;image-alt;landmark-no-duplicate-banner;landmark-unique;link-name;region;tabindex,,true,4998,222,208,14,236,0,aria_banner_single;aria_content_in_landmark;aria_descendant_valid;aria_id_unique;aria_landmark_name_unique;aria_region_label_unique;aria_role_redundant;element_attribute_deprecated;element_id_unique;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;frame_src_valid;frame_title_exists;input_label_exists;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading;text_contrast_sufficient,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),18,,El portal web oficial de Barcelona | Ayuntamiento de Barcelona
62,Barcelona.cat,chromium,both,desktop,1280,800,https://barcelona.cat/ca/canelons,https://www.barcelona.cat/ca/canelons,200,true,true,25876,false,0,0,0,0,,Skipped (not requested),true,625,23,9,44,landmark-no-duplicate-banner;region;tabindex,,true,2135,173,163,10,205,0,aria_content_in_landmark;aria_descendant_valid;aria_id_unique;aria_role_redundant;element_attribute_deprecated;element_tabbable_unobscured;element_tabbable_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),10,,Canelons de Nadal | La meva Barcelona
62,Barcelona.cat,chromium,both,desktop,1280,800,https://barcelona.cat/ca/coneixbcn,https://www.barcelona.cat/ca/coneixbcn,200,true,true,24806,false,0,0,0,0,,Skipped (not requested),true,822,25,22,43,aria-required-children;image-alt;landmark-no-duplicate-banner;region;tabindex,,true,2577,184,167,17,207,0,aria_child_valid;aria_content_in_landmark;aria_descendant_valid;aria_id_unique;aria_keyboard_handler_exists;aria_role_redundant;element_attribute_deprecated;element_tabbable_unobscured;element_tabbable_visible;img_alt_null;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading;text_contrast_sufficient;text_quoted_correctly;widget_tabbable_single,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),17,,Coneix BCN | Barcelona.cat | Ajuntament de Barcelona
62,Barcelona.cat,chromium,both,desktop,1280,800,https://barcelona.cat/ca/diada-nacional-de-catalunya-2022,https://www.barcelona.cat/ca/diada-nacional-de-catalunya-2022,200,true,true,23237,false,0,0,0,0,,Skipped (not requested),true,541,23,9,45,landmark-no-duplicate-banner;region;tabindex,,true,2082,171,163,8,203,0,aria_content_in_landmark;aria_descendant_valid;aria_id_unique;aria_role_redundant;element_attribute_deprecated;element_tabbable_unobscured;element_tabbable_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),8,,Diada 2022 | Web de Barcelona | Ajuntament de Barcelona
