issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
134,NFP.org,https://nfb.org/,https://nfb.org/,403,false,false,4903,false,0,0,0,0,,Skipped (not requested),true,58,4,1,72,landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),true,89,3,3,0,0,0,distinguishable/link-in-text-block;landmarks/landmark-main;landmarks/region,,false,0,0,0,0,,Skipped (not requested),0,,Attention Required! | Cloudflare
134,NFP.org,https://nfb.org/about-us/contact-us,https://nfb.org/about-us/contact-us,403,false,false,1954,false,0,0,0,0,,Skipped (not requested),true,58,4,1,72,landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),true,89,3,3,0,0,0,distinguishable/link-in-text-block;landmarks/landmark-main;landmarks/region,,false,0,0,0,0,,Skipped (not requested),0,,Attention Required! | Cloudflare
134,NFP.org,https://nfb.org/about-us/state-affiliates,https://nfb.org/about-us/state-affiliates,403,false,false,1945,false,0,0,0,0,,Skipped (not requested),true,58,4,1,72,landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),true,89,3,3,0,0,0,distinguishable/link-in-text-block;landmarks/landmark-main;landmarks/region,,false,0,0,0,0,,Skipped (not requested),0,,Attention Required! | Cloudflare
134,NFP.org,https://nfb.org/resources/publications-and-media,https://nfb.org/resources/publications-and-media,403,false,false,1922,false,0,0,0,0,,Skipped (not requested),true,58,4,1,72,landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),true,89,3,3,0,0,0,distinguishable/link-in-text-block;landmarks/landmark-main;landmarks/region,,false,0,0,0,0,,Skipped (not requested),0,,Attention Required! | Cloudflare
134,NFP.org,https://nfb.org/get-involved/join-us,https://nfb.org/get-involved/join-us,403,false,false,1948,false,0,0,0,0,,Skipped (not requested),true,58,4,1,72,landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),true,89,3,3,0,0,0,distinguishable/link-in-text-block;landmarks/landmark-main;landmarks/region,,false,0,0,0,0,,Skipped (not requested),0,,Attention Required! | Cloudflare
134,NFP.org,https://nfb.org/programs-services/free-white-cane-program,https://nfb.org/programs-services/free-white-cane-program,403,false,false,1937,false,0,0,0,0,,Skipped (not requested),true,58,4,1,72,landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),true,89,3,3,0,0,0,distinguishable/link-in-text-block;landmarks/landmark-main;landmarks/region,,false,0,0,0,0,,Skipped (not requested),0,,Attention Required! | Cloudflare
134,NFP.org,https://nfb.org/programs-services/independence-market,https://nfb.org/programs-services/independence-market,403,false,false,1935,false,0,0,0,0,,Skipped (not requested),true,58,4,1,72,landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),true,89,3,3,0,0,0,distinguishable/link-in-text-block;landmarks/landmark-main;landmarks/region,,false,0,0,0,0,,Skipped (not requested),0,,Attention Required! | Cloudflare
134,NFP.org,https://nfb.org/resources/publications-and-media/braille-monitor,https://nfb.org/resources/publications-and-media/braille-monitor,403,false,false,1931,false,0,0,0,0,,Skipped (not requested),true,58,4,1,72,landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),true,89,3,3,0,0,0,distinguishable/link-in-text-block;landmarks/landmark-main;landmarks/region,,false,0,0,0,0,,Skipped (not requested),0,,Attention Required! | Cloudflare
134,NFP.org,https://nfb.org/blog,https://nfb.org/blog,403,false,false,1919,false,0,0,0,0,,Skipped (not requested),true,58,4,1,72,landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),true,89,3,3,0,0,0,distinguishable/link-in-text-block;landmarks/landmark-main;landmarks/region,,false,0,0,0,0,,Skipped (not requested),0,,Attention Required! | Cloudflare
134,NFP.org,https://nfb.org/about-us/leadership/board-directors,https://nfb.org/about-us/leadership/board-directors,403,false,false,1925,false,0,0,0,0,,Skipped (not requested),true,58,4,1,72,landmark-one-main;region,,false,0,0,0,0,0,0,,Skipped (not requested),true,89,3,3,0,0,0,distinguishable/link-in-text-block;landmarks/landmark-main;landmarks/region,,false,0,0,0,0,,Skipped (not requested),0,,Attention Required! | Cloudflare
