issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,duplicate_findings,fetch_error,page_title
54,Nova Scotia,https://novascotia.ca/,https://www.novascotia.ca/,200,true,true,10300,true,501,36,23,47,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r78,,true,569,2,24,44,region,,true,1572,22,22,0,21,0,aria_attribute_valid;aria_content_in_landmark;aria_role_redundant;element_id_unique;element_tabbable_unobscured;element_tabbable_visible;form_submit_button_exists;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;target_spacing_sufficient;text_sensory_misuse,,false,0,0,0,0,0,0,,"page.addScriptTag: Refused to execute inline script because it violates the following Content Security Policy directive: ""script-src 'self' https://novascotia.ca https://*.googletagmanager.com www.google-analytics.com https://static.cloudflareinsights.com"". Either the 'unsafe-inline' keyword, a hash ('sha256-JKiJbq2l9mNMJ8t/GHj+7opGZGnqUf1+Evy3YGkopGM='), or a nonce ('nonce-...') is required to enable inline execution.
",30,,Government of Nova Scotia
54,Nova Scotia,https://novascotia.ca/programs-and-services,https://novascotia.ca/programs-and-services,,false,false,10492,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,0,fetch failed,
54,Nova Scotia,https://novascotia.ca/programs-and-services/registry-joint-stock-companies,https://www.novascotia.ca/programs-and-services,200,true,true,13580,true,1082,157,23,51,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r53,,true,1309,1,17,46,heading-order,,true,4467,7,7,0,8,0,aria_attribute_valid;aria_role_redundant;element_tabbable_visible;form_submit_button_exists;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,"page.addScriptTag: Refused to execute inline script because it violates the following Content Security Policy directive: ""script-src 'self' https://novascotia.ca https://*.googletagmanager.com www.google-analytics.com https://static.cloudflareinsights.com"". Either the 'unsafe-inline' keyword, a hash ('sha256-JKiJbq2l9mNMJ8t/GHj+7opGZGnqUf1+Evy3YGkopGM='), or a nonce ('nonce-...') is required to enable inline execution.
",152,,Programs and Services - Government of Nova Scotia
54,Nova Scotia,https://novascotia.ca/budget/,https://novascotia.ca/budget/,,false,false,10494,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,0,fetch failed,
54,Nova Scotia,https://novascotia.ca/contact-us,https://www.novascotia.ca/contact-us,200,true,true,6525,true,407,22,14,51,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18,,true,294,0,13,46,,,true,877,6,6,0,6,0,aria_attribute_valid;aria_role_redundant;element_tabbable_visible;form_submit_button_exists;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,"page.addScriptTag: Refused to execute inline script because it violates the following Content Security Policy directive: ""script-src 'self' https://novascotia.ca https://*.googletagmanager.com www.google-analytics.com https://static.cloudflareinsights.com"". Either the 'unsafe-inline' keyword, a hash ('sha256-JKiJbq2l9mNMJ8t/GHj+7opGZGnqUf1+Evy3YGkopGM='), or a nonce ('nonce-...') is required to enable inline execution.
",19,,Contact us - Government of Nova Scotia
54,Nova Scotia,https://novascotia.ca/copyright,https://www.novascotia.ca/copyright,200,true,true,5531,true,244,9,16,52,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18,,true,190,0,14,47,,,true,564,6,6,0,6,0,aria_attribute_valid;aria_role_redundant;element_tabbable_visible;form_submit_button_exists;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,"page.addScriptTag: Refused to execute inline script because it violates the following Content Security Policy directive: ""script-src 'self' https://novascotia.ca https://*.googletagmanager.com www.google-analytics.com https://static.cloudflareinsights.com"". Either the 'unsafe-inline' keyword, a hash ('sha256-JKiJbq2l9mNMJ8t/GHj+7opGZGnqUf1+Evy3YGkopGM='), or a nonce ('nonce-...') is required to enable inline execution.
",5,,Copyright - Government of Nova Scotia
54,Nova Scotia,https://novascotia.ca/government,https://novascotia.ca/government,,false,false,10493,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,0,fetch failed,
54,Nova Scotia,https://novascotia.ca/news/,https://news.novascotia.ca/,200,true,true,42015,true,933,61,8,55,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r68,,true,927,3,4,46,landmark-unique;list;region,,true,2971,57,40,17,42,0,aria_attribute_valid;aria_child_valid;aria_content_in_landmark;aria_landmark_name_unique;aria_navigation_label_unique;aria_role_redundant;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable,,true,87,5,5,0,0,0,adaptable/list-children;keyboard-accessible/focus-order,,68,,News | Government of Nova Scotia News Releases
54,Nova Scotia,https://novascotia.ca/privacy,https://novascotia.ca/privacy,,false,false,10493,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,0,0,,Skipped because initial URL fetch failed,0,fetch failed,
54,Nova Scotia,https://novascotia.ca/residential-tenancies-tenants-and-landlords/,https://novascotia.ca/residential-tenancies-tenants-and-landlords/,,false,false,60002,false,0,0,0,0,,URL scan timeout exceeded,false,0,0,0,0,,URL scan timeout exceeded,false,0,0,0,0,0,0,,URL scan timeout exceeded,false,0,0,0,0,0,0,,URL scan timeout exceeded,0,URL scan exceeded 60s timeout,
