issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,fetch_error,page_title
29,European Cities,https://www.london.gov.uk/  ￼,https://www.london.gov.uk/%20%20%EF%BF%BC,404,false,false,946,true,1475,21,210,52,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r43;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r73,,true,734,1,2,44,svg-img-alt,,,Sorry - page not found | London City Hall
29,European Cities,https://www.berlin.de/  ￼,https://www.berlin.de/%20%20%ef%bf%bc,410,false,true,817,true,13,1,0,79,https://alfa.siteimprove.com/rules/sia-r87,,true,9,3,0,79,landmark-one-main;region,,,410 Gone
29,European Cities,https://www.madrid.es/portal/site/munimadrid,https://www.madrid.es/portal/site/munimadrid,200,true,false,205,true,1452,199,149,45,https://alfa.siteimprove.com/rules/sia-r110;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r21;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r42;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r68;https://alfa.siteimprove.com/rules/sia-r72;https://alfa.siteimprove.com/rules/sia-r73;https://alfa.siteimprove.com/rules/sia-r80;https://alfa.siteimprove.com/rules/sia-r83;https://alfa.siteimprove.com/rules/sia-r87,,true,1089,90,76,41,aria-allowed-attr;aria-prohibited-attr;aria-required-children;aria-required-parent;aria-roles;aria-valid-attr-value;image-redundant-alt;listitem;region;scope-attr-valid,,,Inicio - Ayuntamiento de Madrid
29,European Cities,https://kyivcity.gov.ua/  ￼,https://kyivcity.gov.ua/%20%20%EF%BF%BC,404,false,false,206,true,47,3,10,70,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r12;https://alfa.siteimprove.com/rules/sia-r59,,true,54,7,1,69,button-name;landmark-one-main;page-has-heading-one;region,,,Kyivcity - NotFound
29,European Cities,https://www.almaty.kz/,https://www.almaty.kz/,200,true,false,1613,true,859,215,107,49,https://alfa.siteimprove.com/rules/sia-r1;https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r113;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69;https://alfa.siteimprove.com/rules/sia-r74;https://alfa.siteimprove.com/rules/sia-r75;https://alfa.siteimprove.com/rules/sia-r80,,true,875,50,4,58,color-contrast;document-title;heading-order;landmark-one-main;landmark-unique;link-name;region,,,
29,European Cities,https://www.paris.fr/  ￼,https://www.paris.fr/%20%20%EF%BF%BC,404,false,false,534,true,1567,38,11,47,https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r64;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r73,,true,1384,5,29,43,empty-heading;label-title-only;landmark-unique;link-name,,,Erreur 404 - Ville de Paris
29,European Cities,https://www.wien.gv.at/  ￼,https://www.wien.gv.at/%20%20%ef%bf%bc/,404,false,true,2183,true,27,10,0,72,https://alfa.siteimprove.com/rules/sia-r4;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69;https://alfa.siteimprove.com/rules/sia-r73;https://alfa.siteimprove.com/rules/sia-r87,,true,24,6,0,77,color-contrast;html-has-lang;landmark-one-main;region,,,Stadt Wien - Offizielle &amp; aktuelle Infos und Services der Wiener Stadtverwaltung - startseite.wien.gv.at
29,European Cities,https://www.hamburg.de/  ￼,https://www.hamburg.de/%20%20%EF%BF%BC,400,false,false,750,true,10,2,0,79,https://alfa.siteimprove.com/rules/sia-r78;https://alfa.siteimprove.com/rules/sia-r87,,true,8,2,0,79,landmark-one-main;region,,,HTTP Status 400 – Bad Request
29,European Cities,https://um.warszawa.pl/  ￼,https://um.warszawa.pl/%20%20%EF%BF%BC,,false,false,990,false,0,0,0,0,,Skipped because initial URL fetch failed,false,0,0,0,0,,Skipped because initial URL fetch failed,fetch failed,
29,European Cities,https://www.barcelona.cat/ca,https://www.barcelona.cat/ca,200,true,false,392,true,1829,233,81,42,https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r113;https://alfa.siteimprove.com/rules/sia-r12;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r2;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69;https://alfa.siteimprove.com/rules/sia-r73;https://alfa.siteimprove.com/rules/sia-r74;https://alfa.siteimprove.com/rules/sia-r80,,true,1332,45,21,38,aria-progressbar-name;aria-prohibited-attr;button-name;color-contrast;frame-title;html-lang-valid;image-alt;landmark-no-duplicate-banner;landmark-unique;link-name;region;tabindex,,,El portal web oficial de Barcelona | Ajuntament de Barcelona
